cap1,cap2,cap3,cap4,X,Y
0.45257,0.8814,0.94252,0.94671,2.2632,0.65352
0.4445,0.88323,0.9437,0.94822,2.2379,0.57923
0.43157,0.88589,0.94565,0.94896,2.2238,0.51958
0.40977,0.88913,0.94544,0.94858,2.1904,0.49453
0.37334,0.89224,0.94446,0.94697,2.1059,0.51006
0.32255,0.89366,0.94362,0.94466,2.034,0.5143
0.26231,0.89295,0.94325,0.94223,1.956,0.46189
0.20375,0.89001,0.94352,0.94031,1.8622,0.52836
0.16079,0.88637,0.94427,0.93911,1.7534,0.52937
0.14238,0.88372,0.94521,0.93839,1.6885,0.50622
0.15437,0.88345,0.94602,0.93801,1.5954,0.4943
0.18856,0.88509,0.94719,0.93764,1.5243,0.50799
0.23516,0.88783,0.94869,0.93718,1.4494,0.54098
0.28401,0.89,0.94841,0.9368,1.3499,0.58106
0.32799,0.89149,0.94804,0.93667,1.2866,0.58985
0.36512,0.89392,0.94778,0.93732,1.1993,0.57856
0.39502,0.8998,0.94752,0.9384,1.114,0.5572
0.41926,0.90915,0.94831,0.93946,1.0111,0.5329
0.43838,0.92029,0.94834,0.94008,0.94988,0.53046
0.45194,0.9291,0.94807,0.93999,0.88762,0.56268
0.46092,0.93249,0.94844,0.93885,0.83388,0.59341
0.46632,0.93006,0.94867,0.93679,0.78002,0.62843
0.46938,0.92146,0.94899,0.93435,0.69492,0.68156
0.47164,0.91147,0.94922,0.93221,0.6493,0.70618
0.47359,0.90305,0.94936,0.92916,0.57211,0.74309
0.47559,0.89868,0.94949,0.91747,0.50333,0.80031
0.47748,0.89711,0.94967,0.88267,0.47947,0.86456
0.47927,0.89819,0.94975,0.80982,0.50217,0.93004
0.48082,0.90205,0.9491,0.68378,0.53151,1.0008
0.48214,0.90865,0.94714,0.5178,0.55054,1.1014
0.48331,0.9178,0.94383,0.34004,0.55,1.192
0.48421,0.92829,0.93955,0.19638,0.5346,1.2511
0.48432,0.93738,0.93462,0.12312,0.50681,1.3884
0.48371,0.94272,0.92931,0.13228,0.50299,1.4665
0.48282,0.94231,0.92463,0.21841,0.51205,1.5533
0.48218,0.93705,0.92125,0.34109,0.52949,1.6214
0.48193,0.92875,0.91928,0.46781,0.56078,1.7086
0.4823,0.91974,0.9183,0.57344,0.57867,1.7551
0.48329,0.91208,0.91771,0.654,0.55533,1.7966
0.48463,0.90663,0.91779,0.71559,0.50406,1.8535
0.48595,0.90381,0.91812,0.76592,0.46844,1.9179
0.48697,0.90312,0.91767,0.81125,0.45579,1.9629
0.48743,0.90419,0.91512,0.85171,0.47253,2.024
0.48735,0.90678,0.90765,0.88433,0.5088,2.0802
0.48681,0.91025,0.89279,0.90792,0.54654,2.1365
0.48591,0.91395,0.86859,0.92277,0.57716,2.1785
0.4857,0.91699,0.83204,0.92985,0.63178,2.253
0.48601,0.91869,0.78188,0.93234,0.69674,2.328
0.48684,0.91894,0.71514,0.93241,0.76527,2.3857
0.48757,0.91781,0.62478,0.9321,0.81874,2.4101
0.48767,0.91595,0.50963,0.93232,0.89409,2.3978
0.48702,0.91541,0.37453,0.93323,0.99064,2.3715
0.48575,0.91613,0.23533,0.93517,1.0763,2.3589
0.48432,0.9177,0.12078,0.93809,1.1753,2.3519
0.48366,0.91914,0.056371,0.94151,1.2227,2.3484
0.48326,0.91897,0.067769,0.94558,1.3433,2.365
0.48333,0.9164,0.14812,0.94906,1.4172,2.3836
0.48318,0.91183,0.27662,0.95172,1.4954,2.3962
0.48365,0.90661,0.42423,0.95319,1.5555,2.3837
0.48413,0.90276,0.56026,0.95334,1.6226,2.3523
0.48509,0.90156,0.67024,0.95252,1.703,2.3195
0.48593,0.9022,0.74768,0.95108,1.7655,2.3184
0.48696,0.90237,0.80111,0.94911,1.8419,2.3386
0.48776,0.89971,0.83882,0.94683,1.9123,2.369
0.48836,0.89208,0.8656,0.94452,2.0293,2.3928
0.48959,0.87858,0.88479,0.94244,2.0933,2.3734
0.48978,0.85733,0.89837,0.94051,2.129,2.3227
0.48938,0.82375,0.90678,0.93902,2.1556,2.2663
0.48872,0.77493,0.91245,0.93789,2.2026,2.1923
0.48865,0.70905,0.91662,0.93739,2.234,2.1388
0.48819,0.62695,0.92012,0.93792,2.2898,2.0598
0.48791,0.53812,0.92308,0.93935,2.3205,1.9894
0.48743,0.45328,0.92519,0.94143,2.3582,1.8804
0.48818,0.38642,0.92616,0.94392,2.3554,1.8156
0.48882,0.34669,0.92643,0.94633,2.3352,1.7451
0.48873,0.33876,0.92674,0.9478,2.2989,1.6519
0.48936,0.36725,0.92811,0.94831,2.2794,1.556
0.48931,0.42557,0.93091,0.94832,2.2756,1.4771
0.48871,0.50576,0.93479,0.94816,2.2954,1.3572
0.48703,0.59754,0.93944,0.94798,2.3159,1.2679
0.48459,0.68625,0.94355,0.94766,2.3383,1.1577
0.48169,0.76212,0.94634,0.94711,2.3523,1.0616
0.47858,0.81625,0.94721,0.9465,2.3313,1.0102
0.47565,0.84843,0.94624,0.94629,2.2885,0.92023
0.4732,0.86222,0.94419,0.94736,2.2555,0.81757
0.47127,0.86469,0.94177,0.95003,2.2456,0.76577
0.46932,0.864,0.93931,0.95344,2.2394,0.71011
0.46656,0.86269,0.93705,0.95625,2.2392,0.67674
0.46218,0.8627,0.93483,0.95704,2.2188,0.68839
0.45583,0.86563,0.93272,0.95524,2.1773,0.71602
0.44792,0.86994,0.9309,0.95135,2.1338,0.74061
0.43934,0.87379,0.92949,0.94666,2.0838,0.72098
0.43098,0.87717,0.92873,0.94285,2.0443,0.64001
0.42277,0.87977,0.92864,0.941,1.9701,0.61321
0.41349,0.88209,0.92916,0.94094,1.9074,0.62925
0.40208,0.88388,0.93003,0.94186,1.8436,0.66786
0.38894,0.88561,0.93099,0.94303,1.7798,0.71619
0.37517,0.88797,0.93166,0.94393,1.7454,0.72014
0.36417,0.89157,0.93198,0.94447,1.688,0.6936
0.3576,0.89713,0.93216,0.94477,1.6334,0.66644
0.35635,0.90377,0.93257,0.94488,1.5719,0.66372
0.35821,0.91297,0.93343,0.94471,1.5134,0.67799
0.3611,0.92193,0.93472,0.94415,1.4746,0.69648
0.36401,0.92835,0.93601,0.94316,1.4184,0.72014
0.36797,0.93128,0.93685,0.94205,1.3709,0.72148
0.37485,0.9316,0.93718,0.94122,1.3101,0.70036
0.38657,0.93006,0.93727,0.94113,1.253,0.66766
0.4022,0.92885,0.9376,0.94199,1.2152,0.65594
0.41943,0.92964,0.9385,0.94367,1.1546,0.66753
0.43506,0.9336,0.9394,0.94571,1.0715,0.7133
0.44696,0.93948,0.93991,0.94733,1.0067,0.73953
0.45488,0.9451,0.93905,0.94787,0.95624,0.7188
0.45953,0.94761,0.93688,0.94676,0.91644,0.68443
0.46277,0.94505,0.93407,0.94427,0.85733,0.64583
0.46569,0.93793,0.93128,0.9409,0.806,0.6457
0.46875,0.92834,0.92921,0.93738,0.75757,0.68259
0.47199,0.91909,0.92807,0.93422,0.70259,0.71934
0.47496,0.91181,0.92771,0.93209,0.65493,0.74323
0.47734,0.90733,0.92772,0.93073,0.5808,0.75813
0.479,0.90516,0.92758,0.92997,0.53052,0.77511
0.48028,0.90398,0.92696,0.92975,0.51027,0.81074
0.48112,0.90309,0.92572,0.93003,0.53814,0.85595
0.48167,0.90298,0.92413,0.93056,0.58211,0.86842
0.48185,0.90434,0.92254,0.9311,0.65302,0.86762
0.48139,0.90674,0.92133,0.93149,0.70827,0.86555
0.48011,0.91097,0.92073,0.9317,0.75367,0.8851
0.47788,0.9166,0.92076,0.93189,0.79071,0.91865
0.47468,0.92356,0.92137,0.93243,0.84473,0.94361
0.4707,0.92824,0.92227,0.93339,0.92961,0.93626
0.46607,0.93077,0.92321,0.93455,1.015,0.89695
0.46084,0.93207,0.924,0.93549,1.0971,0.85346
0.455,0.93278,0.92467,0.93596,1.1885,0.85147
0.44864,0.93281,0.9254,0.93595,1.2898,0.87583
0.44226,0.93255,0.92636,0.93575,1.3542,0.89303
0.43695,0.93066,0.9275,0.93581,1.4388,0.90269
0.43382,0.9257,0.92853,0.93632,1.5166,0.88144
0.43412,0.91674,0.92893,0.93744,1.6208,0.83733
0.43763,0.90556,0.92848,0.93905,1.7017,0.822
0.44342,0.89554,0.9274,0.94102,1.8159,0.83603
0.45015,0.89084,0.92627,0.94312,1.9031,0.86014
0.45638,0.89363,0.92579,0.94479,2.0072,0.86308
0.46154,0.9027,0.9263,0.9454,2.0984,0.83524
0.46552,0.91095,0.92784,0.94422,2.1564,0.80289
0.46876,0.90588,0.9299,0.94129,2.2248,0.77565
0.47152,0.87682,0.93203,0.93724,2.2248,0.79263
0.48061,0.72766,0.92698,0.9449,2.1823,1.1828
0.48119,0.79336,0.92696,0.94636,2.1399,1.1459
0.48059,0.84342,0.92736,0.94704,2.0895,1.0941
0.47864,0.87506,0.92765,0.94722,2.0186,1.1109
0.47565,0.89232,0.92747,0.94633,1.9054,1.1687
0.47233,0.8984,0.92682,0.94429,1.8209,1.1953
0.46967,0.9013,0.9259,0.94164,1.7079,1.2095
0.46833,0.90395,0.9244,0.93921,1.6269,1.2103
0.46849,0.90777,0.9231,0.9364,1.5145,1.1572
0.46949,0.91325,0.92225,0.93462,1.4442,1.1471
0.47095,0.9196,0.92198,0.934,1.3614,1.164
0.47208,0.92545,0.92231,0.93408,1.2905,1.1875
0.47293,0.92907,0.9229,0.93386,1.2154,1.2037
0.47376,0.92962,0.9236,0.93262,1.1276,1.1942
0.47501,0.92697,0.9244,0.92985,1.033,1.1584
0.47659,0.92279,0.92553,0.92543,0.94677,1.1231
0.47841,0.91889,0.92674,0.91941,0.90338,1.1156
0.48021,0.91702,0.9283,0.91085,0.84877,1.1329
0.48142,0.91724,0.93018,0.89772,0.80894,1.1598
0.48201,0.91759,0.93249,0.87685,0.75803,1.1923
0.4818,0.91805,0.93462,0.84335,0.70922,1.2025
0.48102,0.91894,0.93622,0.79623,0.66007,1.1973
0.4801,0.91932,0.93697,0.7375,0.58828,1.1864
0.47925,0.91898,0.93653,0.67309,0.54803,1.1865
0.4785,0.91981,0.93512,0.61482,0.52365,1.2165
0.47794,0.92133,0.9331,0.57271,0.52641,1.2782
0.47776,0.92309,0.9315,0.55743,0.56253,1.3258
0.47806,0.92486,0.93076,0.57013,0.58219,1.3503
0.4791,0.92715,0.93072,0.60696,0.60306,1.3969
0.48068,0.92949,0.93122,0.66149,0.61043,1.4383
0.48249,0.93199,0.93134,0.72179,0.61486,1.4753
0.48414,0.93215,0.93089,0.77936,0.63443,1.4768
0.4851,0.93107,0.93001,0.82727,0.66326,1.4515
0.48506,0.92747,0.92902,0.86401,0.71107,1.4079
0.48426,0.92389,0.92829,0.89091,0.78947,1.3591
0.48282,0.92301,0.92772,0.9098,0.8726,1.3503
0.48099,0.92575,0.92762,0.92354,0.95142,1.3727
0.479,0.93113,0.92776,0.93326,1.0204,1.3891
0.47714,0.93486,0.92708,0.93881,1.1133,1.401
0.47576,0.93562,0.92673,0.94101,1.1851,1.3857
0.47521,0.93322,0.92606,0.94052,1.2684,1.345
0.4757,0.93036,0.92515,0.93893,1.3472,1.318
0.47691,0.92565,0.92467,0.93794,1.3937,1.3177
0.47847,0.92136,0.92436,0.93806,1.4083,1.3554
0.47977,0.91775,0.92481,0.93912,1.4377,1.383
0.48007,0.91452,0.92578,0.94056,1.5189,1.3798
0.47928,0.91248,0.92628,0.94183,1.6852,1.3524
0.47792,0.90718,0.92581,0.94289,1.748,1.3181
0.47676,0.89666,0.9248,0.94403,1.8017,1.2915
0.4762,0.8741,0.9241,0.94478,1.8532,1.286
0.47657,0.82718,0.92422,0.94479,1.9224,1.3024
0.47759,0.75034,0.9251,0.94426,1.9724,1.3374
0.47872,0.64915,0.92663,0.9433,2.0495,1.3737
0.47969,0.5404,0.92826,0.94263,2.1243,1.3822
0.48457,0.56129,0.92613,0.94641,2.2503,1.5178
0.48465,0.64882,0.92629,0.94668,2.2107,1.546
0.4843,0.72051,0.92727,0.94738,2.1798,1.5841
0.48354,0.77186,0.92793,0.94804,2.1413,1.6548
0.48267,0.80469,0.92833,0.94895,2.1123,1.6963
0.48198,0.828,0.92703,0.95039,2.066,1.701
0.48159,0.84758,0.92438,0.95169,2.0069,1.6893
0.48137,0.86567,0.9201,0.95268,1.9212,1.6476
0.48121,0.88159,0.91461,0.95388,1.8614,1.6103
0.48116,0.89403,0.90861,0.95501,1.7982,1.6141
0.48106,0.90179,0.90337,0.9559,1.7348,1.638
0.48068,0.90538,0.90005,0.95624,1.5981,1.6505
0.47991,0.90733,0.89949,0.95546,1.4161,1.6151
0.47874,0.90954,0.90211,0.95306,1.365,1.6183
0.47759,0.91329,0.90689,0.94953,1.3558,1.6013
0.47673,0.91861,0.91182,0.94594,1.2896,1.5594
0.47643,0.92448,0.91467,0.94286,1.2311,1.5422
0.47675,0.92915,0.91439,0.94042,1.1859,1.5538
0.47762,0.93132,0.91141,0.93804,1.0993,1.5898
0.47898,0.93087,0.9073,0.93431,1.0331,1.6143
0.48052,0.92912,0.90503,0.92473,0.98313,1.6174
0.48178,0.92711,0.9055,0.90597,0.90517,1.5929
0.48262,0.92634,0.90895,0.87307,0.85796,1.5662
0.48293,0.92651,0.91451,0.82471,0.78239,1.5378
0.48274,0.92607,0.9205,0.76248,0.7307,1.5363
0.48225,0.92282,0.92435,0.69287,0.68755,1.5703
0.48171,0.91643,0.92664,0.62838,0.63732,1.6105
0.48122,0.90822,0.9285,0.58172,0.59672,1.6438
0.48091,0.89968,0.93071,0.566,0.55333,1.7036
0.48057,0.89593,0.93318,0.58244,0.53082,1.7661
0.48004,0.8967,0.93533,0.62554,0.5207,1.8158
0.4792,0.90226,0.93751,0.68663,0.53081,1.8538
0.4782,0.91135,0.93723,0.75194,0.57296,1.8438
0.47727,0.92131,0.9347,0.81178,0.61831,1.8186
0.47673,0.92626,0.9298,0.85916,0.68573,1.7746
0.47666,0.93031,0.92512,0.89344,0.75173,1.765
0.47705,0.93112,0.91768,0.91608,0.79777,1.7806
0.47772,0.93219,0.90979,0.92876,0.89253,1.8221
0.47841,0.93381,0.90399,0.93557,0.96651,1.8311
0.47896,0.93663,0.90039,0.93988,1.0858,1.8087
0.47902,0.94004,0.899,0.94378,1.2208,1.7718
0.47855,0.94157,0.8978,0.94865,1.3054,1.7522
0.47759,0.93752,0.89763,0.95418,1.4041,1.7404
0.47637,0.92814,0.89971,0.95922,1.4418,1.7314
0.47527,0.91535,0.90309,0.96257,1.5269,1.745
0.47453,0.90159,0.90832,0.96432,1.754,1.7644
0.47434,0.89035,0.91425,0.96503,1.7256,1.7869
0.47453,0.88255,0.92012,0.96534,1.7325,1.7651
0.47486,0.87516,0.92383,0.9663,1.7938,1.7481
0.47492,0.85941,0.92569,0.96821,1.8835,1.738
0.47468,0.82751,0.92638,0.96909,1.9488,1.7441
0.47418,0.77286,0.92629,0.96786,2.014,1.7634
0.47372,0.69402,0.92654,0.96341,2.1003,1.7929
0.47353,0.60981,0.92785,0.95634,2.1492,1.8094
0.47369,0.53996,0.93097,0.94856,2.2145,1.8261
0.47417,0.50849,0.9356,0.94227,2.2726,1.8284
0.47661,0.72375,0.94207,0.94556,2.1852,1.896
0.47664,0.78444,0.9351,0.94878,2.2009,1.8942
0.47635,0.82476,0.92572,0.94983,2.1434,1.8864
0.47602,0.84951,0.91651,0.94864,2.0822,1.8997
0.47591,0.86512,0.90909,0.94617,1.9974,1.9442
0.47642,0.87425,0.90399,0.94344,1.9114,1.9768
0.4776,0.8808,0.90031,0.94154,1.8358,1.9834
0.47913,0.88529,0.89663,0.94072,1.7426,1.9599
0.48048,0.88768,0.89179,0.9406,1.6822,1.9296
0.48114,0.88764,0.8866,0.94066,1.5916,1.8918
0.48097,0.88744,0.88211,0.94053,1.4969,1.8758
0.4801,0.88817,0.88066,0.94063,1.4501,1.8866
0.47899,0.89099,0.88341,0.94151,1.4487,1.9729
0.47808,0.89563,0.8899,0.94322,1.3851,2.02
0.47766,0.90156,0.8986,0.94534,1.2112,1.9118
0.47775,0.90723,0.90718,0.94537,1.1167,1.8595
0.47805,0.91178,0.91443,0.9389,1.0557,1.8388
0.4783,0.91454,0.92015,0.91906,0.96179,1.8184
0.47842,0.91503,0.9254,0.88105,0.89463,1.8261
0.4783,0.91548,0.93113,0.82425,0.81842,1.8636
0.47795,0.91531,0.93781,0.75168,0.7555,1.879
0.4775,0.91547,0.94464,0.67796,0.68441,1.8799
0.47706,0.91739,0.9505,0.61852,0.62733,1.8672
0.47672,0.91977,0.95438,0.59022,0.55783,1.8415
0.4767,0.92113,0.95522,0.59745,0.51523,1.8443
0.47701,0.92115,0.95364,0.63336,0.49331,1.8903
0.47766,0.91902,0.94991,0.6859,0.49929,1.9418
0.47856,0.91583,0.94481,0.73775,0.5056,1.9786
0.47954,0.91193,0.9399,0.77915,0.51509,1.9992
0.48038,0.91076,0.93632,0.80561,0.51034,2.037
0.48079,0.9105,0.93448,0.82153,0.48031,2.1051
0.48077,0.91176,0.93393,0.83284,0.46834,2.1323
0.48043,0.91344,0.93267,0.84474,0.48853,2.1247
0.48,0.91403,0.92965,0.85975,0.52371,2.1086
0.47967,0.91323,0.92281,0.87775,0.58722,2.0846
0.47932,0.91092,0.90938,0.89652,0.65028,2.0556
0.47905,0.90853,0.89318,0.91288,0.72653,2.053
0.47892,0.90673,0.87534,0.92499,0.79738,2.0556
0.47897,0.90572,0.85943,0.9328,0.90981,2.0725
0.47907,0.9056,0.84733,0.93694,1.0112,2.0884
0.47925,0.90539,0.83891,0.93958,1.0853,2.0781
0.47953,0.90495,0.83434,0.94192,1.1849,2.0466
0.47992,0.90389,0.83286,0.94418,1.2672,2.0242
0.48028,0.90121,0.83459,0.94577,1.3911,2.0328
0.48045,0.89643,0.84081,0.94607,1.4929,2.1145
0.48052,0.89035,0.85206,0.94491,1.6013,2.1403
0.48045,0.88382,0.86785,0.94294,1.6886,2.0878
0.48014,0.87625,0.88661,0.94146,1.7861,2.072
0.47965,0.86972,0.90511,0.94163,1.8726,2.0585
0.47906,0.86429,0.92077,0.94335,1.9429,2.0312
0.47855,0.85674,0.93175,0.94669,1.997,2.0006
0.47833,0.8473,0.93796,0.95002,2.0536,1.9804
0.47845,0.83393,0.94078,0.95216,2.0864,1.9832
0.47892,0.81695,0.9418,0.95304,2.1239,1.9985
0.47959,0.79851,0.94258,0.95305,2.1914,2.0321
0.48026,0.78281,0.94474,0.95309,2.272,2.0726
0.4807,0.77417,0.9461,0.95404,2.3279,2.0834
0.48071,0.77456,0.94704,0.95597,2.4152,2.0659
0.48018,0.78331,0.94696,0.95822,2.0231,2.0636
0.47748,0.81884,0.94146,0.95982,1.9741,2.1004
0.4758,0.83617,0.93531,0.95759,2.4054,2.1229
0.47431,0.85039,0.92717,0.9541,2.3281,2.1471
0.47327,0.86307,0.91575,0.95081,2.2663,2.171
0.47262,0.87177,0.9026,0.94874,2.2257,2.219
0.47247,0.87666,0.88894,0.94858,2.2038,2.2643
0.47272,0.88079,0.87261,0.94995,2.0565,2.2843
0.47334,0.88618,0.85242,0.95171,1.9787,2.2775
0.47436,0.89245,0.82632,0.95294,1.8917,2.2415
0.47567,0.89903,0.79633,0.95313,1.7933,2.1968
0.47703,0.90538,0.7635,0.95217,1.7149,2.167
0.47797,0.91118,0.73518,0.94984,1.6327,2.1734
0.47811,0.91555,0.71906,0.94652,1.5568,2.1938
0.47738,0.91839,0.71925,0.94285,1.4364,2.2277
0.47614,0.91967,0.73671,0.94026,1.3636,2.2342
0.47489,0.91994,0.76521,0.93847,1.2968,2.1986
0.47392,0.91979,0.79813,0.9384,1.2413,2.1696
0.47339,0.91966,0.82968,0.9399,1.1707,2.1555
0.47323,0.92013,0.85673,0.94081,1.1056,2.1556
0.4734,0.92104,0.87846,0.93896,1.0334,2.1619
0.47366,0.92185,0.89452,0.93111,0.95014,2.1815
0.47386,0.92233,0.90774,0.91665,0.84638,2.211
0.47439,0.92241,0.92162,0.89732,0.78623,2.226
0.47524,0.92212,0.93085,0.87635,0.71816,2.22
0.47608,0.92114,0.93707,0.85921,0.65462,2.1837
0.47669,0.91973,0.94264,0.84896,0.56514,2.1212
0.47688,0.9186,0.94717,0.84691,0.49953,2.1038
0.47649,0.91762,0.95188,0.85197,0.46632,2.1338
0.47614,0.91698,0.9576,0.86171,0.43643,2.1917
0.47591,0.91693,0.96551,0.87388,0.4223,2.2357
0.4759,0.91696,0.97373,0.8865,0.39974,2.2922
0.47605,0.91653,0.98034,0.89879,0.37996,2.3373
0.47619,0.91617,0.98367,0.90991,0.36296,2.3798
0.47611,0.91457,0.98066,0.91925,0.362,2.4002
0.47572,0.91373,0.96901,0.92618,0.39111,2.3933
0.47495,0.91309,0.94752,0.93051,0.47045,2.3666
0.47408,0.91344,0.9189,0.93277,0.53778,2.3549
0.47339,0.91404,0.87662,0.93377,0.62453,2.3576
0.47319,0.91388,0.81284,0.93454,0.70574,2.3822
0.47359,0.91251,0.72344,0.93621,0.78441,2.3994
0.47432,0.91053,0.6061,0.93825,0.89719,2.4003
0.47495,0.90887,0.46631,0.94067,0.97072,2.386
0.47516,0.90927,0.32962,0.9425,1.0762,2.3651
0.47483,0.91124,0.2261,0.94368,1.1997,2.3674
0.47414,0.91418,0.19063,0.94423,1.2839,2.3806
0.47358,0.91589,0.23274,0.94454,1.4127,2.395
0.47354,0.91613,0.33835,0.94491,1.5033,2.4069
0.47424,0.91452,0.48075,0.94555,1.6075,2.3923
0.47549,0.91257,0.62079,0.94677,1.7142,2.361
0.47698,0.91129,0.73604,0.948,1.8069,2.353
0.47813,0.91132,0.8156,0.94995,1.8841,2.3577
0.47867,0.91096,0.86645,0.95192,1.9605,2.387
0.47851,0.90851,0.8959,0.95361,2.0459,2.4354
0.47778,0.90323,0.92085,0.95479,2.1152,2.4505
0.47692,0.89682,0.94217,0.95525,2.1812,2.4428
0.47626,0.89022,0.95896,0.95484,2.2467,2.4103
0.47599,0.8849,0.97003,0.95373,2.3244,2.3699
0.47588,0.88144,0.97549,0.95176,2.3739,2.3561
0.47567,0.8797,0.97688,0.94888,2.4487,2.3543
0.46967,0.85938,0.9441,0.93984,2.3626,2.3249
0.46594,0.85862,0.93763,0.94009,2.4126,2.34
0.46016,0.86107,0.92976,0.94054,2.3311,2.3455
0.45541,0.86536,0.91859,0.94071,2.2502,2.3121
0.4578,0.86965,0.90318,0.94076,2.2149,2.2731
0.47814,0.8744,0.88347,0.94018,2.1319,2.222
0.52378,0.87856,0.86151,0.93896,2.0476,2.2189
0.55781,0.88339,0.83906,0.93722,1.979,2.2381
0.41216,0.88857,0.81661,0.93535,1.894,2.2572
0.38394,0.89339,0.79285,0.93374,1.7967,2.2468
0.45845,0.89738,0.76639,0.93253,1.7273,2.2242
0.50332,0.90083,0.73743,0.93197,1.6443,2.1861
0.52021,0.90297,0.71041,0.93189,1.5564,2.1763
0.51628,0.9039,0.69133,0.93191,1.4764,2.1834
0.50395,0.9036,0.6871,0.93238,1.3723,2.2265
0.49204,0.90291,0.6991,0.93337,1.2677,2.3217
0.48371,0.9019,0.72625,0.93608,1.2017,2.3329
0.4806,0.90023,0.76301,0.94013,1.1156,2.2698
